Deco ID	Item ID	Deco Name	Slot Size
0	727	내독주【1】	1
1	728	내비주【1】	1
2	729	내면주【1】	1
3	730	내절주【1】	1
4	731	내폭주【1】	1
5	732	내열주【1】	1
6	733	내방주【1】	1
7	734	방음주【3】	3
8	735	방풍주【2】	2
9	736	내진주【2】	2
10	739	공격주【1】	1
11	740	방어주【1】	1
12	741	체력주【1】	1
13	742	조복주【1】	1
14	743	내화주【1】	1
15	744	내수주【1】	1
16	745	내빙주【1】	1
17	746	내뢰주【1】	1
18	747	내룡주【1】	1
19	748	내속주【1】	1
20	749	화염주【1】	1
21	750	유수주【1】	1
22	751	빙결주【1】	1
23	752	뇌광주【1】	1
24	753	파룡주【1】	1
25	754	독주【1】	1
26	755	마비주【1】	1
27	756	수면주【1】	1
28	757	폭파주【1】	1
29	758	독병주【3】	3
30	759	마비병주【3】	3
31	760	수면병주【3】	3
32	761	폭파병주【3】	3
33	763	해방주【3】	3
34	764	달인주【1】	1
35	765	초심주【2】	2
36	766	통격주【2】	2
37	767	단축주【2】	2
38	768	장인주【3】	3
39	769	발도주【2】	2
40	770	중격주【2】	2
41	771	KO주【2】	2
42	772	탈기주【1】	1
43	774	비연주【2】	2
44	775	전개주【2】	2
45	776	도전주【2】	2
46	777	무결주【2】	2
47	778	저력주【2】	2
48	779	역경주【1】	1
49	780	역상주【2】	2
50	781	고적주【1】	1
51	782	증탄주【2】	2
52	783	특사주【1】	1
53	784	포술주【1】	1
54	785	포수주【1】	1
55	786	강주주【2】	2
56	787	체술주【2】	2
57	789	조기주【2】	2
58	790	공복주【1】	1
59	791	회피주【2】	2
60	792	도약주【2】	2
61	793	철벽주【1】	1
62	794	속납주【1】	1
63	795	우애주【1】	1
64	796	지속주【1】	1
65	797	절식주【1】	1
66	798	흡입주【1】	1
67	799	연마주【1】	1
68	800	폭사주【1】	1
69	801	이호주【1】	1
70	808	가호주【1】	1
71	809	지시주【1】	1
72	810	식학주【1】	1
73	811	지학주【1】	1
74	812	혼신주【2】	2
75	813	투석주【1】	1
76	814	잠복주【1】	1
77	815	내충주【3】	3
78	819	연복주【1】	1
79	820	소도주【1】	1
80	824	표본주【1】	1
81	826	후각주【1】	1
82	828	위하주【1】	1
83	832	활주주【2】	2
84	833	치유주【1】	1
85	834	강탄주【3】	3
86	835	관통주【3】	3
87	836	산탄주【3】	3
88	837	고양주【2】	2
89	838	궁지주【1】	1
90	839	용봉주【3】	3
91	842	정비주【1】	1
92	874	강궁주【2】	2
93	875	심안주【2】	2
94	876	강벽주【2】	2
95	877	강인주【2】	2
96	878	무격주【2】	2
97	825	내장주【1】	1
98	1968	전화위복주【3】	3
99	1969	수세주【2】	2
100	1970	내서주【2】	2
101	1971	내화주Ⅱ【4】	4
102	1972	내수주Ⅱ【4】	4
103	1973	내빙주Ⅱ【4】	4
104	1974	내뢰주Ⅱ【4】	4
105	1975	내룡주Ⅱ【4】	4
106	1976	화염주Ⅱ【4】	4
107	1977	유수주Ⅱ【4】	4
108	1978	빙결주Ⅱ【4】	4
109	1979	뇌광주Ⅱ【4】	4
110	1980	파룡주Ⅱ【4】	4
111	1981	독주Ⅱ【4】	4
112	1982	마비주Ⅱ【4】	4
113	1983	수면주Ⅱ【4】	4
114	1984	폭파주Ⅱ【4】	4
115	1985	내화주Ⅲ【4】	4
116	1986	내수주Ⅲ【4】	4
117	1987	내빙주Ⅲ【4】	4
118	1988	내뢰주Ⅲ【4】	4
119	1989	내룡주Ⅲ【4】	4
120	1990	내독주Ⅱ【4】	4
121	1991	내비주Ⅱ【4】	4
122	1992	내면주Ⅱ【4】	4
123	1993	내절주Ⅱ【4】	4
124	1994	내폭주Ⅱ【4】	4
125	1995	내열주Ⅱ【4】	4
126	1996	내방주Ⅱ【4】	4
127	1997	내장주Ⅱ【4】	4
128	1998	공복주Ⅱ【4】	4
129	1999	조복주Ⅱ【4】	4
130	2000	잠복주Ⅱ【4】	4
131	2001	위하주Ⅱ【4】	4
132	2002	지시주Ⅱ【4】	4
133	2003	잠복주Ⅲ【4】	4
134	2004	위하주Ⅲ【4】	4
135	2005	지시주Ⅲ【4】	4
136	2006	특사주Ⅱ【4】	4
137	2007	포수주Ⅱ【4】	4
138	2008	식학주Ⅱ【4】	4
139	2009	지학주Ⅱ【4】	4
140	2010	환경주Ⅱ【4】	4
141	2011	소도주Ⅱ【4】	4
142	2012	표본주Ⅱ【4】	4
143	2013	고적주Ⅱ【4】	4
144	2014	식학주IV【4】	4
145	2015	지학주Ⅲ【4】	4
146	2016	환경주Ⅲ【4】	4
147	2017	표본주Ⅲ【4】	4
148	2018	지속주Ⅱ【4】	4
149	2019	방어주Ⅱ【4】	4
150	2020	지속주Ⅲ【4】	4
151	2021	방어주Ⅲ【4】	4
152	2022	포술주Ⅱ【4】	4
153	2023	방음주Ⅱ【4】	4
154	2024	방풍주Ⅱ【4】	4
155	2025	공격주Ⅱ【4】	4
156	2026	달인주Ⅱ【4】	4
157	2027	장인주Ⅱ【4】	4
158	2028	전개주Ⅱ【4】	4
159	2029	도전주Ⅱ【4】	4
160	2030	저력주Ⅱ【4】	4
161	2031	역상주Ⅱ【4】	4
162	2032	체술주Ⅱ【4】	4
163	2033	회피주Ⅱ【4】	4
164	2034	철벽주Ⅱ【4】	4
165	2035	우애주Ⅱ【4】	4
166	2036	탈기-체술주【4】	4
167	2037	역경-체술주【4】	4
168	2038	궁지-체술주【4】	4
169	2039	철벽-체술주【4】	4
170	2040	우애-체술주【4】	4
171	2041	절식-체술주【4】	4
172	2042	투석-체술주【4】	4
173	2043	내속-체술주【4】	4
174	2044	비연-체술주【4】	4
175	2045	강주-체술주【4】	4
176	2046	조기-체술주【4】	4
177	2047	도약-체술주【4】	4
178	2048	속납-체술주【4】	4
179	2049	흡입-체술주【4】	4
180	2050	연마-체술주【4】	4
181	2051	폭사-체술주【4】	4
182	2052	이호-체술주【4】	4
183	2053	활주-체술주【4】	4
184	2054	수세-체술주【4】	4
185	2055	탈기-회피주【4】	4
186	2056	역경-회피주【4】	4
187	2057	궁지-회피주【4】	4
188	2058	철벽-회피주【4】	4
189	2059	우애-회피주【4】	4
190	2060	절식-회피주【4】	4
191	2061	투석-회피주【4】	4
192	2062	내속-회피주【4】	4
193	2063	비연-회피주【4】	4
194	2064	강주-회피주【4】	4
195	2065	조기-회피주【4】	4
196	2066	도약-회피주【4】	4
197	2067	속납-회피주【4】	4
198	2068	흡입-회피주【4】	4
199	2069	연마-회피주【4】	4
200	2070	폭사-회피주【4】	4
201	2071	이호-회피주【4】	4
202	2072	활주-회피주【4】	4
203	2073	수세-회피주【4】	4
204	2074	탈기-공격주【4】	4
205	2075	역경-공격주【4】	4
206	2076	궁지-공격주【4】	4
207	2077	철벽-공격주【4】	4
208	2078	우애-공격주【4】	4
209	2079	절식-공격주【4】	4
210	2080	투석-공격주【4】	4
211	2081	내속-공격주【4】	4
212	2082	비연-공격주【4】	4
213	2083	강주-공격주【4】	4
214	2084	조기-공격주【4】	4
215	2085	도약-공격주【4】	4
216	2086	속납-공격주【4】	4
217	2087	조식-공격주【4】	4
218	2088	연마-공격주【4】	4
219	2089	폭사-공격주【4】	4
220	2090	이호-공격주【4】	4
221	2091	활주-공격주【4】	4
222	2092	수세-공격주【4】	4
223	2093	탈기-달인주【4】	4
224	2094	역경-달인주【4】	4
225	2095	궁지-달인주【4】	4
226	2096	철벽-달인주【4】	4
227	2097	우애-달인주【4】	4
228	2098	절식-달인주【4】	4
229	2099	투석-달인주【4】	4
230	2100	내속-달인주【4】	4
231	2101	비연-달인주【4】	4
232	2102	강주-달인주【4】	4
233	2103	조기-달인주【4】	4
234	2104	도약-달인주【4】	4
235	2105	속납-달인주【4】	4
236	2106	조식-달인주【4】	4
237	2107	연마-달인주【4】	4
238	2108	폭사-달인주【4】	4
239	2109	이호-달인주【4】	4
240	2110	활주-달인주【4】	4
241	2111	수세-달인주【4】	4
242	2112	탈기-해방주【4】	4
243	2113	역경-해방주【4】	4
244	2114	궁지-해방주【4】	4
245	2115	철벽-해방주【4】	4
246	2116	우애-해방주【4】	4
247	2117	절식-해방주【4】	4
248	2118	투석-해방주【4】	4
249	2119	내속-해방주【4】	4
250	2120	비연-해방주【4】	4
251	2121	강주-해방주【4】	4
252	2122	조기-해방주【4】	4
253	2123	도약-해방주【4】	4
254	2124	속납-해방주【4】	4
255	2125	조식-해방주【4】	4
256	2126	연마-해방주【4】	4
257	2127	폭사-해방주【4】	4
258	2128	이호-해방주【4】	4
259	2129	활주-해방주【4】	4
260	2130	수세-해방주【4】	4
261	2131	탈기-장인주【4】	4
262	2132	역경-장인주【4】	4
263	2133	궁지-장인주【4】	4
264	2134	철벽-장인주【4】	4
265	2135	우애-장인주【4】	4
