Equip Type ID	Equip Type	Equip ID	Equip Name	Transmog ID	Defense	Rare	File Path
0	Head	2	레더헤드	1	2	0	pl001_0000
0	Head	15	체인헤드	15	2	0	pl014_0000
0	Head	1	헌터헬름	2	6	0	pl002_0000
0	Head	5	본헬름	5	6	0	pl003_0000
0	Head	6	얼로이헬름	6	8	1	pl004_0000
0	Head	9	랑고헬름	9	8	0	pl007_0000
0	Head	4	쟈그라스헬름	4	8	0	pl008_0000
0	Head	10	쿠루루헬름	10	10	0	pl009_0000
0	Head	11	푸케푸케헬름	11	12	1	pl010_0000
0	Head	13	보로스헬름	13	14	1	pl012_0000
0	Head	12	쥬라헬름	12	14	1	pl011_0000
0	Head	14	카가치헬름	14	16	1	pl013_0000
0	Head	25	하이메탈헬름	24	18	2	pl025_0000
0	Head	18	타로스헬름	17	18	2	pl017_0000
0	Head	168	샤무고글	161	22	2	pl058_0000
0	Head	3	쟈나프헬름	3	20	2	pl020_0000
0	Head	21	레이아헬름	20	22	2	pl021_0000
0	Head	23	치치헬름	22	18	2	pl023_0000
0	Head	24	우르무헬름	23	20	2	pl024_0000
0	Head	22	기르오스헬름	21	20	2	pl022_0000
0	Head	28	발킨헬름	27	24	2	pl028_0000
0	Head	20	킹비트테스타	19	22	2	pl019_0000 (Male Only)
0	Head	169	파피메르테스타	164	22	2	pl019_0000 (Female Only)
0	Head	31	잉곳헬름	30	28	3	pl031_0000
0	Head	27	기에나헬름	26	30	3	pl027_0000
0	Head	29	가론헬름	28	30	3	pl029_0000
0	Head	33	레우스헬름	32	30	3	pl033_0000
0	Head	34	디아블로헬름	33	32	3	pl034_0000
0	Head	35	키린혼	34	34	3	pl035_0000
0	Head	26	데스기어게힐	25	32	3	pl026_0000
0	Head	36	브리게이드로포스	35	28	3	pl036_0000
0	Head	37	폭쇄의깃털장식	36	32	3	pl037_0000
0	Head	39	레더헤드α	37	32	4	pl001_0000
0	Head	40	레더헤드β	38	32	4	pl001_0000
0	Head	147	체인헤드α	39	32	4	pl014_0000
0	Head	148	체인헤드β	40	32	4	pl014_0000
0	Head	41	헌터헬름α	41	36	4	pl002_0000
0	Head	42	헌터헬름β	42	36	4	pl002_0010
0	Head	43	본헬름α	43	36	4	pl003_0000
0	Head	44	본헬름β	44	36	4	pl003_0000
0	Head	45	얼로이헬름α	45	36	4	pl004_0000
0	Head	46	얼로이헬름β	46	36	4	pl004_0000
0	Head	51	랑고헬름α	51	38	4	pl007_0000
0	Head	52	랑고헬름β	52	38	4	pl007_0000
0	Head	57	타로스헬름α	57	38	4	pl017_0000
0	Head	58	타로스헬름β	58	38	4	pl017_0000
0	Head	174	샤무고글α	162	40	4	pl058_0000
0	Head	175	샤무고글β	163	40	4	pl058_0000
0	Head	61	쟈그라스헬름α	61	40	4	pl008_0000
0	Head	62	쟈그라스헬름β	62	40	4	pl008_0000
0	Head	63	쿠루루헬름α	63	40	4	pl009_0000
0	Head	64	쿠루루헬름β	64	40	4	pl009_0000
0	Head	65	푸케푸케헬름α	65	42	4	pl010_0000
0	Head	66	푸케푸케헬름β	66	42	4	pl010_0010
0	Head	69	보로스헬름α	69	42	4	pl012_0000
0	Head	70	보로스헬름β	70	42	4	pl012_0000
0	Head	67	쥬라헬름α	67	44	4	pl011_0000
0	Head	68	쥬라헬름β	68	44	4	pl011_0000
0	Head	71	카가치헬름α	71	44	4	pl013_0000
0	Head	72	카가치헬름β	72	44	4	pl013_0000
0	Head	93	쟈나프헬름α	93	44	4	pl020_0000
0	Head	94	쟈나프헬름β	94	44	4	pl020_0010
0	Head	73	레이아헬름α	73	46	4	pl021_0000
0	Head	74	레이아헬름β	74	46	4	pl021_0010
0	Head	77	치치헬름α	77	40	4	pl023_0000
0	Head	78	치치헬름β	78	40	4	pl023_0000
0	Head	79	우르무헬름α	79	44	4	pl024_0000
0	Head	80	우르무헬름β	80	44	4	pl024_0000
0	Head	75	기르오스헬름α	75	40	4	pl022_0000
0	Head	76	기르오스헬름β	76	40	4	pl022_0000
0	Head	97	발킨헬름α	97	46	5	pl028_0000
0	Head	98	발킨헬름β	98	46	5	pl028_0010
0	Head	89	하이메탈헬름α	89	50	5	pl025_0000
0	Head	90	하이메탈헬름β	90	50	5	pl025_0000
0	Head	91	잉곳헬름α	91	50	5	pl031_0000
0	Head	92	잉곳헬름β	92	50	5	pl031_0000
0	Head	166	가스토혼α	53	48	4	pl015_0000
0	Head	167	가스토혼β	54	48	4	pl015_0000
0	Head	87	리오하트헬름α	87	52	5	pl021_0100
0	Head	88	리오하트헬름β	88	52	5	pl021_0110
0	Head	95	기에나헬름α	95	54	5	pl027_0000
0	Head	96	기에나헬름β	96	54	5	pl027_0010
0	Head	81	가론헬름α	81	54	5	pl029_0000
0	Head	82	가론헬름β	82	54	5	pl029_0010
0	Head	101	레우스헬름α	101	54	5	pl033_0000
0	Head	102	레우스헬름β	102	54	5	pl033_0010
0	Head	111	리오소울헬름α	111	56	6	pl033_0100
0	Head	112	리오소울헬름β	112	56	6	pl033_0110
0	Head	103	디아블로헬름α	103	54	5	pl034_0000
0	Head	104	디아블로헬름β	104	54	5	pl034_0010
0	Head	113	디아네로헬름α	113	56	6	pl034_0100
0	Head	114	디아네로헬름β	114	56	6	pl034_0110
0	Head	83	가마루헬름α	83	48	4	pl039_0000
0	Head	84	가마루헬름β	84	48	4	pl039_0000
0	Head	85	라바헬름α	85	56	5	pl040_0000
0	Head	86	라바헬름β	86	56	5	pl040_0010
0	Head	109	간킨헬름α	109	60	6	pl041_0000
0	Head	110	간킨헬름β	110	60	6	pl041_0010
0	Head	107	오그헬름α	107	64	7	pl030_0000
0	Head	108	오그헬름β	108	64	7	pl030_0010
0	Head	117	킹비트테스타α	117	42	4	pl019_0000 (Male Only)
0	Head	118	킹비트테스타β	118	42	4	pl019_0000 (Male Only)
0	Head	170	파피메르테스타α	165	42	4	pl019_0000 (Female Only)
0	Head	171	파피메르테스타β	166	42	4	pl019_0000 (Female Only)
0	Head	119	브리게이드로포스α	119	52	5	pl036_0000
0	Head	120	브리게이드로포스β	120	52	5	pl036_0000
0	Head	121	다마스크헬름α	121	60	6	pl043_0000
0	Head	122	다마스크헬름β	122	60	6	pl043_0010
0	Head	123	도베르헬름α	123	60	6	pl044_0000
0	Head	124	도베르헬름β	124	60	6	pl044_0000
0	Head	129	크샤나앵크α	129	64	7	pl047_0000
0	Head	130	크샤나앵크β	130	64	7	pl047_0010
0	Head	127	카이저크라운α	127	64	7	pl046_0000
0	Head	128	카이저크라운β	128	64	7	pl046_0010
0	Head	105	키린혼α	105	64	7	pl035_0000
0	Head	106	키린혼β	106	64	7	pl035_0010
0	Head	99	우르즈헬름α	99	64	7	pl032_0000
0	Head	100	우르즈헬름β	100	64	7	pl032_0010
0	Head	115	바젤헬름α	115	58	6	pl042_0000
0	Head	116	바젤헬름β	116	58	6	pl042_0010
0	Head	131	데스기어게힐α	133	62	6	pl026_0000
0	Head	132	데스기어게힐β	134	62	6	pl026_0000
0	Head	133	길드크로스악세α	135	62	7	pl048_0000
0	Head	134	길드크로스악세β	136	62	7	pl048_0000
0	Head	149	스컬페이스α	131	64	6	pl054_0000
0	Head	150	Unavailable	132	2	0	pl001_0000
0	Head	153	아이루페이크α	151	56	5	pl055_0000
0	Head	187	Unavailable	180	2	0	pl001_0000
0	Head	154	모스페이크α	152	40	4	pl056_0000
0	Head	188	Unavailable	181	2	0	pl001_0000
0	Head	179	Unavailable	172	2	0	pl001_0000
0	Head	180	Unavailable	173	2	0	pl001_0000
0	Head	181	용봉인피어스α	174	60	6	pl059_0000
0	Head	182	Unavailable	175	2	0	pl001_0000
0	Head	183	지략의안경α	176	56	5	pl060_0000
0	Head	184	Unavailable	177	2	0	pl001_0000
0	Head	185	용왕의 척안α	178	70	7	pl061_0000
0	Head	186	Unavailable	179	2	0	pl001_0000
0	Head	125	제노라지헤드α	125	72	7	pl045_0000
0	Head	126	제노라지헤드β	126	72	7	pl045_0010
0	Head	135	Unavailable	137	2	0	pl001_0000
0	Head	136	Unavailable	138	2	0	pl001_0000
0	Head	137	조라마그나헤드α	139	44	5	pl038_0000
0	Head	138	조라마그나헤드β	140	44	5	pl038_0010
0	Head	151	시커헤드α	141	70	7	pl053_0000
0	Head	152	시커헤드β	142	70	7	pl053_0000
0	Head	172	Unavailable	143	2	0	pl001_0000
0	Head	173	Unavailable	144	2	0	pl001_0000
0	Head	155	【브리게이드】 의상-머리	145	0	6	pl036_0000
0	Head	156	【길드크로스】 의상-머리	146	0	6	pl048_0000
0	Head	145	【블로섬】 의상-머리	147	0	3	pl074_0000
0	Head	146	【다이버】 의상-머리	148	0	3	pl075_0000
0	Head	157	【하베스트】 의상-머리	149	0	3	pl076_0000
0	Head	158	【오리온】 의상-머리	150	0	3	pl077_0000
0	Head	159	【풀드레스】 의상-머리	153	0	3	pl078_0000
0	Head	160	Unavailable	158	2	0	pl001_0000
0	Head	299	HARDUMMY	154	0	7	pl068_0000
0	Head	291	HARDUMMY	155	0	7	pl069_0000
0	Head	292	HARDUMMY	156	0	7	pl070_0000
0	Head	144	Unavailable	157	2	0	pl001_0000
0	Head	297	【바예크】의상-머리	159	0	7	pl120_0000
0	Head	162	Unavailable	160	2	0	pl001_0000
0	Head	177	Unavailable	170	2	0	pl001_0000
0	Head	178	Unavailable	171	2	0	pl001_0000
0	Head	176	오리진헬름	169	6	0	pl018_0000
0	Head	190	Unavailable	182	2	0	pl001_0000
0	Head	191	맘가이라헬름α	183	72	7	pl049_0000
0	Head	192	맘가이라헬름β	184	72	7	pl049_0010
0	Head	193	블로섬헤드	185	18	2	pl074_0000
0	Head	194	다이버스노	186	22	2	pl075_0000
0	Head	195	하베스트플로르	187	26	2	pl076_0000
0	Head	196	오리온헤드	188	30	3	pl077_0000
0	Head	197	풀드레스해트	189	34	3	pl078_0000
0	Head	200	갑옷무사: 머리	190	0	3	pl067_0000
0	Head	201	반기스헬름α	191	58	6	pl050_0000
0	Head	202	반기스헬름β	192	58	6	pl050_0010
0	Head	203	Unavailable	193	2	0	pl001_0000
0	Head	204	새벽무사【적】-머리	194	0	6	pl066_0000
0	Head	205	새벽무사【예】-머리	195	0	6	pl066_0010
0	Head	206	용기사 아메트α	196	72	7	pl073_0000
0	Head	207	블로섬헤드α	197	40	4	pl074_0000
0	Head	208	다이버스노	198	46	4	pl075_0000
0	Head	209	하베스트플로르α	199	52	5	pl076_0000
0	Head	210	오리온헤드α	200	58	5	pl077_0000
0	Head	211	풀드레스해트α	201	64	6	pl078_0000
0	Head	212	파피옴테스타	202	22	2	pl057_0000 (Male Only)
0	Head	213	파피옴테스타α	203	42	4	pl057_0000 (Male Only)
0	Head	214	파피옴테스타β	204	42	4	pl057_0010 (Male Only)
0	Head	215	퀸비트테스타	205	22	2	pl057_0000 (Female Only)
0	Head	216	퀸비트테스타α	206	42	4	pl057_0000 (Female Only)
0	Head	217	퀸비트테스타β	207	42	4	pl057_0000 (Female Only)
0	Head	218	우르즈헬름γ	208	72	7	pl032_0020
0	Head	219	키린혼γ	209	72	7	pl035_0020
0	Head	220	카이저크라운γ	210	72	7	pl046_0020
0	Head	221	크샤나앵크γ	211	72	7	pl047_0020
0	Head	222	오그헬름γ	212	72	7	pl030_0020
0	Head	223	조라마그나헤드γ	213	72	7	pl038_0020
0	Head	224	제노라지헤드γ	214	72	7	pl045_0020
0	Head	225	HARDUMMY	215	46	4	pl068_0000
0	Head	226	HARDUMMY	216	12	1	pl069_0000
0	Head	227	HARDUMMY	217	60	6	pl069_0000
0	Head	228	HARDUMMY	218	50	5	pl070_0000
0	Head	229	파란별 장군【투구】α	219	56	6	pl072_0000
0	Head	230	단테 위그α	220	64	7	pl071_0000
0	Head	231	엠프리스섹터α	221	70	7	pl051_0000
0	Head	232	엠프리스섹터β	222	70	7	pl051_0010
0	Head	233	봉인의 안대α	223	46	4	pl063_0000
0	Head	234	섀도우아이α	224	46	4	pl062_0000
0	Head	235	쿠루루페이크α	225	46	4	pl065_0000
0	Head	236	흔들흔들 페이크α	226	46	4	pl064_0000
0	Head	237	【파피용】 의상-머리	227	0	6	pl117_0000
0	Head	238	【데스기어】 의상-머리	228	0	6	pl026_0000
0	Head	239	【단테】 의상-머리	230	0	7	pl071_0000
0	Head	240	【용기사】 의상: 머리	231	0	7	pl073_0000
0	Head	241	【시커】 의상-머리	234	0	6	pl053_0000
0	Head	242	【오리진】 의상-머리	237	0	6	pl018_0000
0	Head	243	【비틀】의상-머리	238	0	6	pl116_0000
0	Head	244	dummy013	239	2	0	pl001_0000
0	Head	245	【섀도우아이】 의상	229	0	3	pl062_0000
0	Head	246	【모스페이크】의상	232	0	3	pl056_0000
0	Head	247	【아이루페이크】의상	233	0	3	pl055_0000
0	Head	248	【봉인의 안대】 의상	235	0	3	pl063_0000
0	Head	249	【흔들흔들페이크】의상	236	0	3	pl064_0000
0	Head	250	【스컬페이스】의상	240	0	3	pl054_0000
0	Head	251	【쿠루루페이크】의상	241	0	3	pl065_0000
0	Head	298	HARDUMMY	242	64	7	pl068_0000
0	Head	253	엠프리스섹터γ	243	70	7	pl051_0020
0	Head	293	게롤트 페이스α	244	70	7	pl118_0000
0	Head	294	시리 페이스α	245	70	7	pl119_0000
0	Head	295	【게롤트】의상-머리	246	0	7	pl118_0000
0	Head	296	【시리】의상-머리	247	0	7	pl119_0000
0	Head	258	맘가이라헬름γ	248	72	7	pl049_0020
0	Head	259	수비대【투구】α	249	50	5	pl121_0000
0	Head	300	【우르파】의상-머리	250	0	8	pl105_0000
0	Head	301	【가디언】의상-머리	545	0	5	pl121_0000
0	Head	302	EX본헬름α	252	114	8	pl003_0000
0	Head	303	EX본헬름β	253	114	8	pl003_0000
0	Head	304	EX얼로이헬름α	254	114	8	pl004_0000
0	Head	305	EX얼로이헬름β	255	114	8	pl004_0000
0	Head	306	EX랑고헬름α	256	116	8	pl007_0001
0	Head	307	EX랑고헬름β	257	116	8	pl007_0001
0	Head	308	EX타로스헬름α	258	116	8	pl017_0001
0	Head	309	EX타로스헬름β	259	116	8	pl017_0001
0	Head	314	EX샤무고글α	264	116	8	pl058_0000
0	Head	315	EX샤무고글β	265	116	8	pl058_0000
0	Head	316	EX가스토혼α	266	116	8	pl015_0000
0	Head	317	EX가스토혼β	267	116	8	pl015_0000
0	Head	320	EX우르그머플러α	270	116	8	pl102_0000
0	Head	321	EX우르그머플러β	271	116	8	pl102_0000
0	Head	324	EX쟈그라스헬름α	274	116	8	pl008_0001
0	Head	325	EX쟈그라스헬름β	275	116	8	pl008_0001
0	Head	326	EX치치헬름α	276	116	8	pl023_0001
0	Head	327	EX치치헬름β	277	116	8	pl023_0001
0	Head	328	EX기르오스헬름α	278	116	8	pl022_0001
0	Head	329	EX기르오스헬름β	279	116	8	pl022_0001
0	Head	330	EX가마루헬름α	280	120	8	pl039_0001
0	Head	331	EX가마루헬름β	281	120	8	pl039_0001
0	Head	332	EX쿠루루헬름α	282	116	8	pl009_0001
0	Head	333	EX쿠루루헬름β	283	116	8	pl009_0001
0	Head	334	EX푸케푸케헬름α	284	118	8	pl010_0001
0	Head	335	EX푸케푸케헬름β	285	118	8	pl010_0001
0	Head	336	EX보로스헬름α	286	118	8	pl012_0001
0	Head	337	EX보로스헬름β	287	118	8	pl012_0001
0	Head	338	EX쥬라헬름α	288	118	8	pl011_0001
0	Head	339	EX쥬라헬름β	289	118	8	pl011_0001
0	Head	340	EX브란헬름α	290	118	8	pl110_0000
0	Head	341	EX브란헬름β	291	118	8	pl110_0000
0	Head	342	EX카가치헬름α	292	120	8	pl013_0001
0	Head	343	EX카가치헬름β	293	120	8	pl013_0001
0	Head	344	EX하이메탈헬름α	294	128	8	pl025_0000
0	Head	345	EX하이메탈헬름β	295	128	8	pl025_0000
0	Head	346	EX버프바로헬름α	296	130	8	pl084_0000
0	Head	347	EX버프바로헬름β	297	130	8	pl084_0010
0	Head	348	EX쟈나프헬름α	298	132	8	pl020_0001
0	Head	349	EX쟈나프헬름β	299	132	8	pl020_0011
0	Head	350	EX레이아헬름α	300	130	8	pl021_0001
0	Head	351	EX레이아헬름β	301	130	8	pl021_0011
0	Head	352	EX리오하트헬름α	302	132	8	pl021_0101
0	Head	353	EX리오하트헬름β	303	132	8	pl021_0111
0	Head	354	EX우르무헬름α	304	130	8	pl024_0001
0	Head	355	EX우르무헬름β	305	130	8	pl024_0001
0	Head	356	EX우르무메어헬름α	306	132	8	pl024_0101
0	Head	357	EX우르무메어헬름β	307	132	8	pl024_0101
0	Head	358	EX푸케라그나헬름α	308	132	8	pl010_0101
0	Head	359	EX푸케라그나헬름β	309	132	8	pl010_0101
0	Head	360	EX베니카가치헬름α	310	132	8	pl013_0101
0	Head	361	EX베니카가치헬름β	311	132	8	pl013_0101
0	Head	362	EX발킨헬름α	312	134	8	pl028_0001
0	Head	363	EX발킨헬름β	313	134	8	pl028_0001
0	Head	364	【레더】의상-머리	314	0	4	pl001_0000
0	Head	365	【체인】의상-머리	315	0	4	pl014_0000
0	Head	366	【헌터α】의상-머리	316	0	4	pl002_0000
0	Head	367	【헌터β】의상-머리	317	0	4	pl002_0010
0	Head	368	【본】의상-머리	318	0	4	pl003_0000
0	Head	369	【얼로이】의상-머리	319	0	4	pl004_0000
0	Head	370	【랑고】의상-머리	320	0	4	pl007_0000
0	Head	371	【타로스】의상-머리	321	0	4	pl017_0000
0	Head	374	EX날렵함의귀걸이α	324	154	10	pl095_0000
0	Head	375	【금천원숭이】의상-머리	325	0	11	pl113_0001
0	Head	376	【샤무】의상-머리	326	0	4	pl058_0000
0	Head	377	【켈비페이크】의상-머리	327	0	8	pl096_0000
