Equip Type ID	Equip Type	Equip ID	Equip Name	File Path
0	Helmet	1	Felyne Leather Cap	otomo/equip/ot001/helm
0	Helmet	28	Felyne Bone Helm	otomo/equip/ot028/helm
0	Helmet	29	Felyne Alloy Helm	otomo/equip/ot029/helm
0	Helmet	2	Felyne Jagras Helm	otomo/equip/ot002/helm
0	Helmet	3	Felyne Kulu Turban	otomo/equip/ot003/helm
0	Helmet	4	Felyne Pukei Hood	otomo/equip/ot004/helm
0	Helmet	5	Felyne Barroth Helm	otomo/equip/ot005/helm
0	Helmet	6	Felyne Jyura Helm	otomo/equip/ot006/helm
0	Helmet	7	Felyne Kadachi Hood	otomo/equip/ot007/helm
0	Helmet	8	Felyne Anja Helm	otomo/equip/ot008/helm
0	Helmet	11	Felyne Lumu Hat	otomo/equip/ot011/helm
0	Helmet	9	Felyne Rathian Helm	otomo/equip/ot009/helm
0	Helmet	13	Felyne Baan Helm	otomo/equip/ot013/helm
0	Helmet	30	Felyne Ladybug Cap	otomo/equip/ot030/helm
0	Helmet	12	Felyne Legiana Helm	otomo/equip/ot012/helm
0	Helmet	14	Felyne Odogaron Helm	otomo/equip/ot014/helm
0	Helmet	16	Felyne Rathalos Helm	otomo/equip/ot016/helm
0	Helmet	17	Felyne Diablos Helm	otomo/equip/ot017/helm
0	Helmet	18	Felyne Kirin Horn	otomo/equip/ot018/helm
0	Helmet	27	Felyne Deathgear Hood	otomo/equip/ot027/helm
0	Helmet	32	Felyne Leather Cap<ICON ALPHA>	otomo/equip/ot001/helm
0	Helmet	33	Felyne Bone Helm<ICON ALPHA>	otomo/equip/ot028/helm
0	Helmet	34	Felyne Alloy Helm<ICON ALPHA>	otomo/equip/ot029/helm
0	Helmet	35	Felyne Jagras Helm<ICON ALPHA>	otomo/equip/ot002/helm
0	Helmet	36	Felyne Kulu Turban<ICON ALPHA>	otomo/equip/ot003/helm
0	Helmet	37	Felyne Pukei Hood<ICON ALPHA>	otomo/equip/ot004/helm
0	Helmet	38	Felyne Barroth Helm<ICON ALPHA>	otomo/equip/ot005/helm
0	Helmet	39	Felyne Jyura Helm<ICON ALPHA>	otomo/equip/ot006/helm
0	Helmet	40	Felyne Kadachi Hood<ICON ALPHA>	otomo/equip/ot007/helm
0	Helmet	19	Felyne Zorah Crown<ICON ALPHA>	otomo/equip/ot019/helm
0	Helmet	41	Felyne Anja Helm<ICON ALPHA>	otomo/equip/ot008/helm
0	Helmet	42	Felyne Lumu Hat<ICON ALPHA>	otomo/equip/ot011/helm
0	Helmet	43	Felyne Rathian Helm<ICON ALPHA>	otomo/equip/ot009/helm
0	Helmet	44	Felyne Baan Helm<ICON ALPHA>	otomo/equip/ot013/helm
0	Helmet	45	Felyne Ladybug Cap<ICON ALPHA>	otomo/equip/ot030/helm
0	Helmet	46	Felyne Legiana Helm<ICON ALPHA>	otomo/equip/ot012/helm
0	Helmet	47	Felyne Odogaron Helm<ICON ALPHA>	otomo/equip/ot014/helm
0	Helmet	48	Felyne Rathalos Helm<ICON ALPHA>	otomo/equip/ot016/helm
0	Helmet	49	Felyne Diablos Helm<ICON ALPHA>	otomo/equip/ot017/helm
0	Helmet	50	Felyne Kirin Horn<ICON ALPHA>	otomo/equip/ot018/helm
0	Helmet	20	Felyne Lavasioth Helm<ICON ALPHA>	otomo/equip/ot020/helm
0	Helmet	21	Felyne Uragaan Helm<ICON ALPHA>	otomo/equip/ot021/helm
0	Helmet	26	Felyne Bazel Helm<ICON ALPHA>	otomo/equip/ot026/helm
0	Helmet	51	Felyne Deathgear Hood<ICON ALPHA>	otomo/equip/ot027/helm
0	Helmet	52	Felyne Gajalaka Mask<ICON ALPHA>	otomo/equip/ot031/helm
0	Helmet	10	Felyne Nergigante Helm<ICON ALPHA>	otomo/equip/ot010/helm
0	Helmet	15	Felyne Vaal Skull<ICON ALPHA>	otomo/equip/ot015/helm
0	Helmet	22	Felyne Kaiser Corona<ICON ALPHA>	otomo/equip/ot022/helm
0	Helmet	23	Felyne Daora Snarl<ICON ALPHA>	otomo/equip/ot023/helm
0	Helmet	24	Felyne Xeno Veil<ICON ALPHA>	otomo/equip/ot024/helm
0	Helmet	25	Nekker Head<ICON ALPHA>	otomo/equip/ot073/helm
0	Helmet	100	Felyne Leather Cap	otomo/equip/ot000/helm
0	Helmet	101	Felyne Butterfly Hat	otomo/equip/ot040/helm
0	Helmet	102	Felyne Aloha Straw Hat	otomo/equip/ot041/helm
0	Helmet	103	Felyne Meowloween Mask	otomo/equip/ot042/helm
0	Helmet	104	Felyne Snowcat Head	otomo/equip/ot043/helm
