Equip Type ID	Equip Type	Equip ID	Equip Name	File Path
0	Helmet	1	F Leder-Kappe	otomo/equip/ot001/helm
0	Helmet	28	F Knochen-Helm	otomo/equip/ot028/helm
0	Helmet	29	F Legierungs-Helm	otomo/equip/ot029/helm
0	Helmet	2	F Jagras-Helm	otomo/equip/ot002/helm
0	Helmet	3	F Kulu-Turban	otomo/equip/ot003/helm
0	Helmet	4	F Pukei-Kapuze	otomo/equip/ot004/helm
0	Helmet	5	F Barroth-Helm	otomo/equip/ot005/helm
0	Helmet	6	F Jyura-Helm	otomo/equip/ot006/helm
0	Helmet	7	F Kadachi-Kapuze	otomo/equip/ot007/helm
0	Helmet	8	F Anjanath-Helm	otomo/equip/ot008/helm
0	Helmet	11	F Paolumu-Hut	otomo/equip/ot011/helm
0	Helmet	9	F Rathian-Helm	otomo/equip/ot009/helm
0	Helmet	13	F Baan-Helm	otomo/equip/ot013/helm
0	Helmet	30	F Marienkäferkappe	otomo/equip/ot030/helm
0	Helmet	12	F Legiana-Helm	otomo/equip/ot012/helm
0	Helmet	14	F Odogaron-Helm	otomo/equip/ot014/helm
0	Helmet	16	F RathalosHelm	otomo/equip/ot016/helm
0	Helmet	17	F Diablos-Helm	otomo/equip/ot017/helm
0	Helmet	18	F Kirin-Horn	otomo/equip/ot018/helm
0	Helmet	27	F Schnitter-Kapuze	otomo/equip/ot027/helm
0	Helmet	32	F Leder-Kappe <ICON ALPHA>	otomo/equip/ot001/helm
0	Helmet	33	F Knochen-Helm <ICON ALPHA>	otomo/equip/ot028/helm
0	Helmet	34	F Legierungs-Helm <ICON ALPHA>	otomo/equip/ot029/helm
0	Helmet	35	F Jagras-Helm <ICON ALPHA>	otomo/equip/ot002/helm
0	Helmet	36	F Kulu-Turban <ICON ALPHA>	otomo/equip/ot003/helm
0	Helmet	37	F Pukei-Kapuze <ICON ALPHA>	otomo/equip/ot004/helm
0	Helmet	38	F Barroth-Helm <ICON ALPHA>	otomo/equip/ot005/helm
0	Helmet	39	F Jyura-Helm <ICON ALPHA>	otomo/equip/ot006/helm
0	Helmet	40	F Kadachi-Kapuze <ICON ALPHA>	otomo/equip/ot007/helm
0	Helmet	19	F Zorah-Krone <ICON ALPHA>	otomo/equip/ot019/helm
0	Helmet	41	F Anjanath-Helm <ICON ALPHA>	otomo/equip/ot008/helm
0	Helmet	42	F Paolumu-Hut <ICON ALPHA>	otomo/equip/ot011/helm
0	Helmet	43	F Rathian-Helm <ICON ALPHA>	otomo/equip/ot009/helm
0	Helmet	44	F Baan-Helm <ICON ALPHA>	otomo/equip/ot013/helm
0	Helmet	45	F Marienkäferkappe <ICON ALPHA>	otomo/equip/ot030/helm
0	Helmet	46	F Legiana-Helm <ICON ALPHA>	otomo/equip/ot012/helm
0	Helmet	47	F Odogaron-Helm <ICON ALPHA>	otomo/equip/ot014/helm
0	Helmet	48	F Rathalos-Helm <ICON ALPHA>	otomo/equip/ot016/helm
0	Helmet	49	F Diablos-Helm <ICON ALPHA>	otomo/equip/ot017/helm
0	Helmet	50	F Kirin-Horn <ICON ALPHA>	otomo/equip/ot018/helm
0	Helmet	20	F Lavasioth-Helm <ICON ALPHA>	otomo/equip/ot020/helm
0	Helmet	21	F Uragaan-Helm <ICON ALPHA> 	otomo/equip/ot021/helm
0	Helmet	26	F Bazel-Helm <ICON ALPHA>	otomo/equip/ot026/helm
0	Helmet	51	F Schnitter-Kapuze <ICON ALPHA>	otomo/equip/ot027/helm
0	Helmet	52	F Gajalaka-Maske <ICON ALPHA>	otomo/equip/ot031/helm
0	Helmet	10	F Nergigante-Helm <ICON ALPHA>	otomo/equip/ot010/helm
0	Helmet	15	F Vaal-Schädel <ICON ALPHA>	otomo/equip/ot015/helm
0	Helmet	22	F Kaiser-Krone <ICON ALPHA>	otomo/equip/ot022/helm
0	Helmet	23	F Daora-Maske <ICON ALPHA>	otomo/equip/ot023/helm
0	Helmet	24	F Xeno-Schleier <ICON ALPHA>	otomo/equip/ot024/helm
0	Helmet	25	Nekker-Kopf <ICON ALPHA>	otomo/equip/ot073/helm
0	Helmet	100	F Leder-Kappe	otomo/equip/ot000/helm
0	Helmet	101	F Schmetterling-Hut	otomo/equip/ot040/helm
0	Helmet	102	F Aloha-Strohhut	otomo/equip/ot041/helm
0	Helmet	103	F Herbstspuk-Maske	otomo/equip/ot042/helm
0	Helmet	104	F Schneekatzen-Kopf	otomo/equip/ot043/helm
0	Helmet	105	F Superstar-Kopf	otomo/equip/ot044/helm
0	Helmet	55	F Kulve-Fell <ICON ALPHA>	otomo/equip/ot025/helm
0	Helmet	56	F Vangis-Helm <ICON ALPHA>	otomo/equip/ot033/helm
0	Helmet	57	F Eliza-Kopfschutz <ICON ALPHA>	otomo/equip/ot034/helm
0	Helmet	58	Mega-Man-Helm	otomo/equip/ot035/helm
0	Helmet	59	HARDUMMY	otomo/equip/ot036/helm
0	Helmet	60	F Azurstern-Krone	otomo/equip/ot037/helm
0	Helmet	61	Mogry-Kopf <ICON ALPHA>	otomo/equip/ot038/helm
0	Helmet	62	F Samurai-Helm <ICON ALPHA>	otomo/equip/ot039/helm
0	Helmet	63	F Schmetterling-Hut <ICON ALPHA>	otomo/equip/ot040/helm
0	Helmet	64	F Aloha-Strohhut <ICON ALPHA>	otomo/equip/ot041/helm
0	Helmet	65	F Herbstspuk-Maske <ICON ALPHA>	otomo/equip/ot042/helm
0	Helmet	66	F Schneekatzen-Kopf <ICON ALPHA>	otomo/equip/ot043/helm
0	Helmet	67	F Superstar-Kopf <ICON ALPHA>	otomo/equip/ot044/helm
0	Helmet	110	F Zottelhut <ICON ALPHA>+	otomo/equip/ot060/helm
0	Helmet	111	F Knochen-Helm <ICON ALPHA>+	otomo/equip/ot028/helm
0	Helmet	112	F Legierungs-Helm <ICON ALPHA>+	otomo/equip/ot029/helm
0	Helmet	113	F Jagras-Helm <ICON ALPHA>+	otomo/equip/ot002/helm
0	Helmet	114	F Kulu-Turban <ICON ALPHA>+	otomo/equip/ot003/helm
0	Helmet	115	F Pukei-Kapuze <ICON ALPHA>+	otomo/equip/ot004/helm
0	Helmet	116	F Barroth-Helm <ICON ALPHA>+	otomo/equip/ot005/helm
0	Helmet	117	F Jyura-Helm <ICON ALPHA>+	otomo/equip/ot006/helm
0	Helmet	118	F Beo-Kopfschutz <ICON ALPHA>+	otomo/equip/ot051/helm
0	Helmet	119	F Kadachi-Kapuze <ICON ALPHA>+	otomo/equip/ot007/helm
0	Helmet	120	F Banbaro-Kapuze <ICON ALPHA>+	otomo/equip/ot052/helm
0	Helmet	121	F Anjanath-Helm <ICON ALPHA>+	otomo/equip/ot008/helm
0	Helmet	122	F Rathian-Helm <ICON ALPHA>+	otomo/equip/ot009/helm
0	Helmet	123	F Paolumu-Hut <ICON ALPHA>+	otomo/equip/ot011/helm
0	Helmet	124	F Baan-Helm <ICON ALPHA>+	otomo/equip/ot013/helm
0	Helmet	125	F Marienkäferkappe <ICON ALPHA>+	otomo/equip/ot030/helm
0	Helmet	126	F Schnitter-Kapuze <ICON ALPHA>+	otomo/equip/ot027/helm
0	Helmet	127	F Barioth-Helm <ICON ALPHA>+	otomo/equip/ot046/helm
0	Helmet	128	F Rathalos-Helm <ICON ALPHA>+	otomo/equip/ot016/helm
0	Helmet	129	F Diablos-Helm <ICON ALPHA>+	otomo/equip/ot017/helm
0	Helmet	130	F Legiana-Helm <ICON ALPHA>+	otomo/equip/ot012/helm
0	Helmet	131	F Odogaron-Helm <ICON ALPHA>+	otomo/equip/ot014/helm
0	Helmet	132	F Lavasioth-Helm <ICON ALPHA>+	otomo/equip/ot020/helm
0	Helmet	133	F Uragaan-Helm <ICON ALPHA>+	otomo/equip/ot021/helm
0	Helmet	134	F Nargacuga-Maske <ICON ALPHA>+	otomo/equip/ot047/helm
0	Helmet	135	F Glavenus-Helm <ICON ALPHA>+	otomo/equip/ot048/helm
0	Helmet	136	F Brachydios-Helm <ICON ALPHA>+	otomo/equip/ot049/helm
0	Helmet	137	F Tigrex-Helm <ICON ALPHA>+	otomo/equip/ot050/helm
0	Helmet	138	F Schneesturm-Helm <ICON ALPHA>+	otomo/equip/ot056/helm
0	Helmet	139	F Artian-Kern <ICON ALPHA>+	otomo/equip/ot061/helm
0	Helmet	140	F Gajalaka-Maske <ICON ALPHA>+	otomo/equip/ot031/helm
0	Helmet	141	F Boaboa-Maske <ICON ALPHA>+	otomo/equip/ot062/helm
0	Helmet	142	F Velkhana-Helm <ICON ALPHA>+	otomo/equip/ot053/helm
0	Helmet	143	F Brodelnder-Helm <ICON ALPHA>+	otomo/equip/ot059/helm
0	Helmet	144	F Vaal-Maske <ICON ALPHA>+	otomo/equip/ot057/helm
0	Helmet	145	F Namielle-Kopfschutz <ICON ALPHA>+	otomo/equip/ot054/helm
0	Helmet	146	F Kaiser-Krone <ICON ALPHA>+	otomo/equip/ot022/helm
0	Helmet	147	F Daora-Maske <ICON ALPHA>+	otomo/equip/ot023/helm
0	Helmet	148	F Kirin-Horn <ICON ALPHA>+	otomo/equip/ot018/helm
0	Helmet	149	F Ishvalda-Krone <ICON ALPHA>+	otomo/equip/ot055/helm
0	Helmet	150	F Ruinen-Helm <ICON ALPHA>+	otomo/equip/ot058/helm
0	Helmet	151	F Wilder-Jho-Maske <ICON ALPHA>+	otomo/equip/ot069/helm
0	Helmet	152	F Meister-der-Jagd-Helm <ICON ALPHA>+	otomo/equip/ot072/helm
0	Helmet	153	F Garuga-Hut <ICON ALPHA>+	otomo/equip/ot064/helm
0	Helmet	154	F Zinogre-Helm <ICON ALPHA>+	otomo/equip/ot065/helm
0	Helmet	155	F Zorah-Krone <ICON ALPHA>+	otomo/equip/ot019/helm
0	Helmet	156	F Puppenspieler-Maske <ICON ALPHA>+	otomo/equip/ot066/helm
0	Helmet	157	F Götter-Band <ICON ALPHA>+	otomo/equip/ot071/helm
0	Helmet	158	F Zerquetscher-Helm <ICON ALPHA>+	otomo/equip/ot070/helm
0	Helmet	159	F Safi-Helm <ICON ALPHA>+	otomo/equip/ot067/helm
0	Helmet	160	F Leder-Kappe	otomo/equip/ot000/helm
0	Helmet	161	F Eliza-Krone <ICON ALPHA>+	otomo/equip/ot034/helm
0	Helmet	162	F Kulve-Fell <ICON ALPHA>+	otomo/equip/ot025/helm
0	Helmet	163	Mega-Man-Helm <ICON ALPHA>+	otomo/equip/ot035/helm
0	Helmet	164	Mogry-Kopf <ICON ALPHA>+	otomo/equip/ot038/helm
0	Helmet	165	HARDUMMY	otomo/equip/ot037/helm
0	Helmet	166	HARDUMMY	otomo/equip/ot036/helm
0	Helmet	167	F Samurai-Helm <ICON ALPHA>+	otomo/equip/ot039/helm
0	Helmet	168	F Schmetterling-Hut <ICON ALPHA>	otomo/equip/ot040/helm
0	Helmet	169	F Leder-Kappe	otomo/equip/ot000/helm
0	Helmet	170	F Leder-Kappe	otomo/equip/ot000/helm
0	Helmet	171	F Schneekatzen-Kopf <ICON ALPHA>+	otomo/equip/ot043/helm
0	Helmet	172	F Superstar-Kopf <ICON ALPHA>+	otomo/equip/ot044/helm
0	Helmet	173	F Leder-Kappe <ICON ALPHA>+	otomo/equip/ot001/helm
0	Helmet	174	F Bazel-Helm <ICON ALPHA>+	otomo/equip/ot026/helm
0	Helmet	175	F Vangis-Helm <ICON ALPHA>+	otomo/equip/ot033/helm
0	Helmet	176	F Nergigante-Helm <ICON ALPHA>+	otomo/equip/ot010/helm
