Equip Type ID	Equip Type	Equip ID	Equip Name	Transmog ID	Defense	Rare	File Path
0	Head	2	レザーヘッド	1	2	0	pl001_0000
0	Head	15	チェーンヘッド	15	2	0	pl014_0000
0	Head	1	ハンターヘルム	2	6	0	pl002_0000
0	Head	5	ボーンヘルム	5	6	0	pl003_0000
0	Head	6	アロイヘルム	6	8	1	pl004_0000
0	Head	9	ランゴヘルム	9	8	0	pl007_0000
0	Head	4	ジャグラスヘルム	4	8	0	pl008_0000
0	Head	10	クルルヘルム	10	10	0	pl009_0000
0	Head	11	プケプケヘルム	11	12	1	pl010_0000
0	Head	13	ボロスヘルム	13	14	1	pl012_0000
0	Head	12	ジュラヘルム	12	14	1	pl011_0000
0	Head	14	カガチヘルム	14	16	1	pl013_0000
0	Head	25	ハイメタヘルム	24	18	2	pl025_0000
0	Head	18	タロスヘルム	17	18	2	pl017_0000
0	Head	168	シャムゴーグル	161	22	2	pl058_0000
0	Head	3	ジャナフヘルム	3	20	2	pl020_0000
0	Head	21	レイアヘルム	20	22	2	pl021_0000
0	Head	23	ツィツィヘルム	22	18	2	pl023_0000
0	Head	24	ウルムーヘルム	23	20	2	pl024_0000
0	Head	22	ギルオスヘルム	21	20	2	pl022_0000
0	Head	28	バルキンヘルム	27	24	2	pl028_0000
0	Head	20	オウビートテスタ	19	22	2	pl019_0000 (Male Only)
0	Head	169	パピメルテスタ	164	22	2	pl019_0000 (Female Only)
0	Head	31	インゴットヘルム	30	28	3	pl031_0000
0	Head	27	ギエナヘルム	26	30	3	pl027_0000
0	Head	29	ガロンヘルム	28	30	3	pl029_0000
0	Head	33	レウスヘルム	32	30	3	pl033_0000
0	Head	34	ディアブロヘルム	33	32	3	pl034_0000
0	Head	35	キリンホーン	34	34	3	pl035_0000
0	Head	26	デスギアゲヒル	25	32	3	pl026_0000
0	Head	36	ブリゲイドロポス	35	28	3	pl036_0000
0	Head	37	爆砕の羽根飾り	36	32	3	pl037_0000
0	Head	39	レザーヘッドα	37	32	4	pl001_0000
0	Head	40	レザーヘッドβ	38	32	4	pl001_0000
0	Head	147	チェーンヘッドα	39	32	4	pl014_0000
0	Head	148	チェーンヘッドβ	40	32	4	pl014_0000
0	Head	41	ハンターヘルムα	41	36	4	pl002_0000
0	Head	42	ハンターヘルムβ	42	36	4	pl002_0010
0	Head	43	ボーンヘルムα	43	36	4	pl003_0000
0	Head	44	ボーンヘルムβ	44	36	4	pl003_0000
0	Head	45	アロイヘルムα	45	36	4	pl004_0000
0	Head	46	アロイヘルムβ	46	36	4	pl004_0000
0	Head	51	ランゴヘルムα	51	38	4	pl007_0000
0	Head	52	ランゴヘルムβ	52	38	4	pl007_0000
0	Head	57	タロスヘルムα	57	38	4	pl017_0000
0	Head	58	タロスヘルムβ	58	38	4	pl017_0000
0	Head	174	シャムゴーグルα	162	40	4	pl058_0000
0	Head	175	シャムゴーグルβ	163	40	4	pl058_0000
0	Head	61	ジャグラスヘルムα	61	40	4	pl008_0000
0	Head	62	ジャグラスヘルムβ	62	40	4	pl008_0000
0	Head	63	クルルヘルムα	63	40	4	pl009_0000
0	Head	64	クルルヘルムβ	64	40	4	pl009_0000
0	Head	65	プケプケヘルムα	65	42	4	pl010_0000
0	Head	66	プケプケヘルムβ	66	42	4	pl010_0010
0	Head	69	ボロスヘルムα	69	42	4	pl012_0000
0	Head	70	ボロスヘルムβ	70	42	4	pl012_0000
0	Head	67	ジュラヘルムα	67	44	4	pl011_0000
0	Head	68	ジュラヘルムβ	68	44	4	pl011_0000
0	Head	71	カガチヘルムα	71	44	4	pl013_0000
0	Head	72	カガチヘルムβ	72	44	4	pl013_0000
0	Head	93	ジャナフヘルムα	93	44	4	pl020_0000
0	Head	94	ジャナフヘルムβ	94	44	4	pl020_0010
0	Head	73	レイアヘルムα	73	46	4	pl021_0000
0	Head	74	レイアヘルムβ	74	46	4	pl021_0010
0	Head	77	ツィツィヘルムα	77	40	4	pl023_0000
0	Head	78	ツィツィヘルムβ	78	40	4	pl023_0000
0	Head	79	ウルムーヘルムα	79	44	4	pl024_0000
